timestamp,plant_id,zone_id,line_id,machine_id,sensor_id,sensor_type,value,production_level,machine_status,shift,expected_value,event_type,leakage_status,deviation_pct,rolling_mean_3,rolling_std_3,rate_of_change
2026-09-18 01:10:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,491.018,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.017964000000000056,503.18799999999993,10.679438374746065,-19.97800000000001
2026-09-18 01:15:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,499.242,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.0015159999999999627,500.41866666666664,10.040843058893634,8.224000000000046
2026-09-18 01:20:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,503.382,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.00676400000000001,497.8806666666667,6.2934128526049395,4.139999999999986
2026-09-18 01:25:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,499.391,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.0012179999999999609,500.6716666666666,2.348399525918167,-3.9909999999999854
2026-09-18 01:30:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,500.19,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.00037999999999999547,500.98766666666666,2.1116875558028654,0.7989999999999782
2026-09-18 01:35:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,507.437,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.014874000000000024,502.33933333333334,4.432747943807877,7.247000000000014
2026-09-18 01:40:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,511.582,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.023163999999999987,506.403,5.7659589835516725,4.144999999999982
2026-09-18 01:45:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,501.756,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.0035119999999999436,506.92499999999995,4.932968376140316,-9.826000000000022
2026-09-18 01:50:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,496.322,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.0073559999999999945,503.22,7.734621645562242,-5.433999999999969
2026-09-18 01:55:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,503.455,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.006909999999999968,500.51099999999997,3.7259147870019533,7.132999999999981
2026-09-18 02:00:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,498.339,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.003322000000000003,499.372,3.676987761741906,-5.1159999999999854
2026-09-18 02:05:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,514.04,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.028079999999999928,505.27799999999996,8.007674256611597,15.700999999999965
2026-09-18 02:10:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,490.074,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.019851999999999974,500.81766666666664,12.173747587876662,-23.96599999999995
2026-09-18 02:15:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,500.039,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,7.799999999997453e-05,501.38433333333336,12.039507063552598,9.964999999999975
2026-09-18 02:20:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,495.785,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.00842999999999995,495.2993333333334,5.000221028447944,-4.253999999999962
2026-09-18 02:25:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,488.502,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.02299599999999998,494.7753333333333,5.834394770096809,-7.2830000000000155
2026-09-18 02:30:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,513.84,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.027680000000000062,499.37566666666663,13.045046045657843,25.338000000000022
2026-09-18 02:35:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,500.769,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.001538000000000011,501.037,12.67112579844427,-13.071000000000026
2026-09-18 02:40:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,508.736,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.01747199999999998,507.7816666666667,6.587550708217172,7.9669999999999845
2026-09-18 02:45:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,487.771,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.02445799999999997,499.0919999999999,10.582629777139505,-20.964999999999975
2026-09-18 02:50:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,498.391,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.003217999999999961,498.2993333333333,10.482800595896745,10.620000000000005
2026-09-18 02:55:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,505.561,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.011121999999999957,497.241,8.95058098672929,7.169999999999959
2026-09-18 03:00:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,525.392,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.05078400000000011,509.78133333333335,13.986490279313555,19.831000000000074
2026-09-18 03:05:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,511.907,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.023813999999999964,514.2866666666666,10.127400966355186,-13.48500000000007
2026-09-18 03:10:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,512.171,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.0243420000000001,516.49,7.710488116844338,0.26400000000006685
2026-09-18 03:15:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,487.831,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.024337999999999964,503.9696666666667,13.977118634873758,-24.340000000000032
2026-09-18 03:20:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,490.455,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.01909000000000003,496.819,13.359800597314507,2.623999999999967
2026-09-18 03:25:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,512.684,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.02536799999999994,496.99,13.654580586748324,22.228999999999985
2026-09-18 03:30:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,501.459,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.0029180000000000065,501.53266666666667,11.114683096397172,-11.224999999999966
2026-09-18 03:35:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,497.604,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.00479200000000003,503.9156666666667,7.834411805192307,-3.855000000000018
2026-09-18 03:40:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,500.938,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.0018759999999999764,500.0003333333334,2.091571259445424,3.334000000000003
2026-09-18 03:45:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,509.772,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.01954399999999998,502.77133333333336,6.287757098786254,8.834000000000003
2026-09-18 03:50:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,507.403,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,0.01480600000000004,506.03766666666667,4.572525596793892,-2.3689999999999714
2026-09-18 03:55:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,496.579,0.1,IDLE,SHIFT_3,500.0,NORMAL_OPERATION,0,-0.006841999999999984,504.5846666666667,7.033566970843179,-10.824000000000012
2026-09-18 04:00:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,1001.85,0.2,ACTIVE,SHIFT_3,1000.0,NORMAL_OPERATION,0,0.0018500000000000226,668.6106666666668,288.64446938116316,505.271
2026-09-18 04:05:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,983.821,0.2,ACTIVE,SHIFT_3,1000.0,NORMAL_OPERATION,0,-0.016178999999999975,827.4166666666666,286.655599063289,-18.028999999999996
2026-09-18 04:10:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,1327.399,0.26,ACTIVE,SHIFT_3,1000.0,NORMAL_PRODUCTION_VARIATION,0,0.3273989999999999,1104.3566666666666,193.3705589130176,343.57799999999986
2026-09-18 04:15:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,1313.358,0.26,ACTIVE,SHIFT_3,1000.0,NORMAL_PRODUCTION_VARIATION,0,0.31335799999999997,1208.1926666666666,194.43834761263707,-14.04099999999994
2026-09-18 04:20:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,1329.525,0.26,ACTIVE,SHIFT_3,1000.0,NORMAL_PRODUCTION_VARIATION,0,0.32952500000000007,1323.4273333333333,8.784849135447708,16.167000000000144
2026-09-18 04:25:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,1319.733,0.26,ACTIVE,SHIFT_3,1000.0,NORMAL_PRODUCTION_VARIATION,0,0.31973299999999993,1320.872,8.143461364754392,-9.792000000000144
2026-09-18 04:30:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,1302.129,0.26,ACTIVE,SHIFT_3,1000.0,NORMAL_PRODUCTION_VARIATION,0,0.3021289999999999,1317.129,13.882392301014095,-17.604000000000042
2026-09-18 04:35:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,1258.069,0.26,ACTIVE,SHIFT_3,1000.0,NORMAL_PRODUCTION_VARIATION,0,0.25806899999999994,1293.3103333333336,31.763798345485,-44.059999999999945
2026-09-18 04:40:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,1271.979,0.26,ACTIVE,SHIFT_3,1000.0,NORMAL_PRODUCTION_VARIATION,0,0.271979,1277.3923333333335,22.52329978783462,13.910000000000082
2026-09-18 04:45:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,1305.628,0.26,ACTIVE,SHIFT_3,1000.0,NORMAL_PRODUCTION_VARIATION,0,0.30562799999999996,1278.5586666666668,24.452681454856204,33.64899999999989
2026-09-18 04:50:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,1316.482,0.26,ACTIVE,SHIFT_3,1000.0,NORMAL_PRODUCTION_VARIATION,0,0.316482,1298.0296666666666,23.204099946617557,10.854000000000042
2026-09-18 04:55:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,1322.163,0.26,ACTIVE,SHIFT_3,1000.0,NORMAL_PRODUCTION_VARIATION,0,0.32216300000000003,1314.7576666666666,8.401282659961955,5.68100000000004
2026-09-18 05:00:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,2645.019,0.52,ACTIVE,SHIFT_1,2000.0,NORMAL_PRODUCTION_VARIATION,0,0.3225094999999999,1761.2213333333332,765.3965019154002,1322.8559999999998
2026-09-18 05:05:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,2566.027,0.52,ACTIVE,SHIFT_1,2000.0,NORMAL_PRODUCTION_VARIATION,0,0.28301350000000003,2177.7363333333333,742.0001553566752,-78.99199999999973
2026-09-18 05:10:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,2647.729,0.52,ACTIVE,SHIFT_1,2000.0,NORMAL_PRODUCTION_VARIATION,0,0.3238644999999999,2619.5916666666667,46.40814757485074,81.70199999999977
2026-09-18 05:15:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,2574.82,0.52,ACTIVE,SHIFT_1,2000.0,NORMAL_PRODUCTION_VARIATION,0,0.28741000000000005,2596.192,44.84836662572925,-72.90899999999965
2026-09-18 05:20:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,2640.281,0.52,ACTIVE,SHIFT_1,2000.0,NORMAL_PRODUCTION_VARIATION,0,0.3201405,2620.943333333333,40.11719811164699,65.46099999999979
2026-09-18 05:25:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,1995.795,0.4,ACTIVE,SHIFT_1,2000.0,NORMAL_OPERATION,0,-0.0021024999999999638,2403.632,354.710515148615,-644.4859999999999
2026-09-18 05:30:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,2052.931,0.4,ACTIVE,SHIFT_1,2000.0,NORMAL_OPERATION,0,0.02646550000000002,2229.669,356.74611635166514,57.13599999999997
2026-09-18 05:35:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,2093.92,0.4,ACTIVE,SHIFT_1,2000.0,NORMAL_OPERATION,0,0.046960000000000036,2047.5486666666668,49.28342561479547,40.98900000000003
2026-09-18 05:40:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,2002.436,0.4,ACTIVE,SHIFT_1,2000.0,NORMAL_OPERATION,0,0.0012179999999999609,2049.7623333333336,45.82423922258921,-91.48400000000015
2026-09-18 05:45:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,2051.222,0.4,ACTIVE,SHIFT_1,2000.0,NORMAL_OPERATION,0,0.025611000000000102,2049.1926666666664,45.77574914000953,48.786000000000286
2026-09-18 05:50:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,2002.839,0.4,ACTIVE,SHIFT_1,2000.0,NORMAL_OPERATION,0,0.001419499999999971,2018.832333333333,28.050997884729394,-48.383000000000266
2026-09-18 05:55:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,2008.304,0.4,ACTIVE,SHIFT_1,2000.0,NORMAL_OPERATION,0,0.004152000000000044,2020.7883333333332,26.49759623681156,5.4650000000001455
2026-09-18 06:00:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3475.116,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,-0.0071097142857142895,2495.4196666666667,848.4463128073152,1466.812
2026-09-18 06:05:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3540.692,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,0.011626285714285716,3008.037333333333,866.415088902154,65.57600000000002
2026-09-18 06:10:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3450.291,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,-0.01420257142857138,3488.699666666667,46.706232992250555,-90.40099999999984
2026-09-18 06:15:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3581.336,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,0.023238857142857082,3524.106333333333,67.07839637563087,131.04499999999962
2026-09-18 06:20:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3518.314,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,0.005232571428571386,3516.6469999999995,65.53840227677924,-63.021999999999935
2026-09-18 06:25:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3566.44,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,0.01898285714285716,3555.3633333333332,32.938769396049885,48.126000000000204
2026-09-18 06:30:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3457.083,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,-0.012261999999999976,3513.9456666666665,54.80921559670728,-109.35699999999997
2026-09-18 06:35:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3468.726,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,-0.008935428571428539,3497.416333333333,60.05905245944542,11.643000000000029
2026-09-18 06:40:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3546.694,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,0.013341142857142847,3490.834333333333,48.72490772004022,77.96799999999985
2026-09-18 06:45:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3623.93,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,0.03540857142857138,3546.4499999999994,77.60228769819095,77.23599999999988
2026-09-18 06:50:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3595.052,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,0.027157714285714323,3588.5586666666663,39.02527972130279,-28.8779999999997
2026-09-18 06:55:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3561.078,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,0.017450857142857136,3593.353333333333,31.460412860067475,-33.97400000000016
2026-09-18 07:00:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3595.208,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,0.027202285714285738,3583.7793333333334,19.66008609660604,34.13000000000011
2026-09-18 07:05:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3499.681,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,-9.11428571428457e-05,3551.989,48.40774083752361,-95.52700000000004
2026-09-18 07:10:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3553.96,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,0.015417142857142867,3549.6163333333334,47.91140273803513,54.278999999999996
2026-09-18 07:15:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3440.91,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,-0.016882857142857186,3498.1836666666663,56.539872040238706,-113.05000000000018
2026-09-18 07:20:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3568.845,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,0.019669999999999944,3521.238333333333,69.96335939851943,127.93499999999995
2026-09-18 07:25:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,3528.436,0.7,ACTIVE,SHIFT_1,3500.0,NORMAL_OPERATION,0,0.00812457142857147,3512.730333333333,65.39756899401117,-40.40899999999965
2026-09-18 07:30:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,4566.684,0.91,ACTIVE,SHIFT_1,3500.0,NORMAL_PRODUCTION_VARIATION,0,0.3047668571428572,3887.9883333333332,588.114850844904,1038.248
2026-09-18 07:35:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,4495.455,0.91,ACTIVE,SHIFT_1,3500.0,NORMAL_PRODUCTION_VARIATION,0,0.28441571428571427,4196.858333333334,579.9652613599552,-71.22900000000027
2026-09-18 07:40:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,4563.686,0.91,ACTIVE,SHIFT_1,3500.0,NORMAL_PRODUCTION_VARIATION,0,0.30391028571428563,4541.941666666667,40.28653167397585,68.23099999999977
2026-09-18 07:45:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,4497.502,0.91,ACTIVE,SHIFT_1,3500.0,NORMAL_PRODUCTION_VARIATION,0,0.28500057142857155,4518.881,38.81576446477735,-66.18399999999929
2026-09-18 07:50:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,4716.663,0.91,ACTIVE,SHIFT_1,3500.0,NORMAL_PRODUCTION_VARIATION,0,0.34761799999999987,4592.616999999999,112.40835400887504,219.16099999999915
2026-09-18 07:55:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,4673.202,0.91,ACTIVE,SHIFT_1,3500.0,NORMAL_PRODUCTION_VARIATION,0,0.3352005714285715,4629.122333333333,116.03942752494807,-43.46099999999933
2026-09-18 08:00:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,6422.081,1.3,ACTIVE,SHIFT_1,5000.0,NORMAL_PRODUCTION_VARIATION,0,0.2844162,5270.648666666667,997.4064007786968,1748.879
2026-09-18 08:05:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,6580.97,1.3,ACTIVE,SHIFT_1,5000.0,NORMAL_PRODUCTION_VARIATION,0,0.31619400000000003,5892.084333333332,1058.5683896018766,158.88900000000012
2026-09-18 08:10:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,6566.877,1.3,ACTIVE,SHIFT_1,5000.0,NORMAL_PRODUCTION_VARIATION,0,0.3133754000000001,6523.309333333334,87.94904640930375,-14.092999999999847
2026-09-18 08:15:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,6666.098,1.3,ACTIVE,SHIFT_1,5000.0,NORMAL_PRODUCTION_VARIATION,0,0.3332196,6604.6483333333335,53.68146153287385,99.22099999999955
2026-09-18 08:20:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,6515.038,1.3,ACTIVE,SHIFT_1,5000.0,NORMAL_PRODUCTION_VARIATION,0,0.30300759999999993,6582.670999999999,76.75850915027117,-151.0600000000004
2026-09-18 08:25:00,AMF-01,NW-01,L-CA,P1-L-CA,SENS-P1-L-CA-FLO-1,flow,6728.194,1.3,ACTIVE,SHIFT_1,5000.0,NORMAL_PRODUCTION_VARIATION,0,0.3456388000000001,6636.443333333333,109.62855250939566,213.15600000000086
